profile,favorites_anime
Gorenko,"['26055', '38659', '9513', '32828', '34572', '38691', '37521', '22043']"
jkasumi,"['20583', '11061', '31964', '12531', '853', '1575', '11843', '23289', '431', '4081']"
JackDarkSama,"['30749', '32105', '32360', '30296', '15315', '33487', '18679', '34403', '9513', '6347']"
KoroSensei_1,[]
zenron,"['5205', '5114', '1', '877', '9253']"
TomatoGraffiti,"['9941', '392', '240', '11771', '4081']"
16Number7,[]
magiciansmalice,"['16592', '9941']"
Shemyaza,"['10087', '9253', '4896']"
daimira,"['1', '182', '5114', '4081', '23289', '2236']"
Imai,"['431', '4898', '1535', '1571', '9941']"
ante900310,['5690']
BaronYiffington,[]
Jigoku-n3ko,"['2034', '790', '2025', '1827', '205']"
MegaArmaldo,"['1292', '11759', '205', '1138']"
BoaCC,"['34572', '34577', '35964', '33926', '30694', '3702']"
PirateKingz,"['21', '918', '136', '4181', '12431']"
DarkRyter,"['1535', '2001', '8769', '7311', '4181']"
happiehappie,"['2581', '9253', '10087', '13601', '19815', '23289']"
crispyn64,"['5081', '13759', '8525', '37510', '35839', '29786', '28851', '11887', '37999', '27989']"
55,"['11355', '2952', '16067', '4884', '28891']"
BrokenBook,['4224']
DarkMaster44,"['1575', '2904', '17895', '3784', '877', '57', '13125', '24151', '22789', '6114']"
RedDiceKiyo,[]
chzrm3,[]
Ririchiyo,"['6347', '6547', '4224', '5680', '11013']"
sora_yume,"['9989', '9253', '10721', '3092']"
Kaisukex,"['72', '14813', '1']"
zensunni,"['50', '2966', '17895', '4224', '11433']"
Polarzebo,"['21', '6702', '5114', '11771', '31964', '28851']"
Mailliwah,"['4224', '205', '10588', '59']"
xKawaiiTenshi-,"['877', '479', '918', '11061', '31240']"
fabrosi1992,"['245', '30', '226', '918']"
Emilio_Rodo,"['889', '5114']"
Titan-Kikumaru,"['21', '16', '129', '45', '205']"
Sammi4ever,"['5835', '7724', '1818', '5680']"
Ryogakun,"['755', '719', '1639']"
jellabee,"['269', '1735', '1604', '4789', '6702']"
airmanadi,"['9253', '6547', '30276', '205', '170', '5114', '21', '9989', '4224']"
June,"['21', '71', '120', '263', '3702']"
sakky,"['1735', '5681', '28', '72', '853']"
Nightscream,"['121', '263', '6594', '1575', '71']"
Fork,[]
Aquaisking,[]
CasanovaX,"['9513', '11061', '28171', '4181', '28297', '813', '22043', '30276', '12355', '16894']"
Yuki-mashiro,"['9253', '16498', '14741', '13759', '4224']"
UsualGuy,['1']
gokuiscool144,['30694']
WowAnimeTaiga,[]
DisarmingStar0,[]
Josse-,"['35790', '32998', '17074', '28171', '9513']"
vol4ok,"['4181', '849', '7311', '245', '28851', '2236', '16067', '2167', '57', '4059']"
The_Samurai,"['1482', '21', '1735', '9513', '235']"
isthismahjong,"['249', '33', '457', '5682', '5081', '22319']"
Hiryu12,"['132', '170', '6045', '11843', '20583', '5040', '11771', '18179', '1728', '2012']"
Honbloc,"['31798', '6702', '532']"
ama_,"['1575', '6746', '14075', '14713', '22729', '1', '530', '2025', '32729', '31043']"
Endorcer,['21']
Cheagle,['235']
animefreak0007,"['235', '263', '5114', '6114', '114']"
EverWinter,"['12445', '12293', '14749', '269', '12189']"
b00moscone,"['1604', '12365', '7311']"
suuxe,"['32615', '11061', '1535', '30276', '1575', '16498']"
artist-retired,"['1210', '2001', '2251', '18679', '121']"
sweeny,"['97', '853', '120', '245', '242']"
ItsSoPringles,"['6746', '114', '8934', '6211', '4181']"
Soiku,"['14407', '12355', '11061', '21', '9941', '32281']"
maddynamite,"['9941', '2001', '18679', '32995', '121']"
Entitatea,[]
dragon97king,"['1575', '11061', '21', '33', '3002', '24833', '2251', '20899', '263', '32615']"
kukkanen,[]
dsleech,['28735']
qtblader,"['22789', '28891', '9941', '32093', '7674', '13601', '18689', '19365', '185', '33255']"
Nyron,"['227', '4087', '1212', '168', '22135', '12029', '949', '1002']"
Nadir,"['416', '2251', '457', '16774', '9941']"
kaworude,['457']
Aeterna,"['1033', '199', '2246', '31646', '2251', '853', '33095', '3297', '32983', '12355']"
Free,"['1689', '57', '2924', '3297', '6547', '9253', '16067', '1210', '227']"
Spraven_Ross,[]
bubbles86,"['523', '437', '853', '9756', '14713', '34209']"
m0llerz,"['322', '2251', '37208', '1974', '5682', '19', '1698', '7588']"
LunarSakuraSun,"['3470', '38917', '37598', '36754', '22101', '11757', '35251', '249', '14713', '120']"
hachi_1992,"['30', '6547', '3588', '1535']"
FreakyTy,"['13601', '11061', '202', '10495', '5958', '777', '31646', '5680']"
nanyatimz,"['44', '19', '6', '14075']"
CJayTiii,"['7785', '2251', '7724', '10721', '9253']"
kidbaxter,"['4224', '9989']"
LightningFist,"['4224', '11759', '11757', '1735', '269', '30778']"
1993,"['227', '1', '1210', '14741', '6956']"
Kecchan,"['16498', '199', '5114', '20507', '10408', '9756', '431', '9989']"
lemayo,"['20507', '2251', '14719', '16067', '5114', '7785', '918', '32281', '23273', '14741']"
ajaxdin,"['26441', '19111', '11499', '18671', '16782', '11887', '240', '21431', '24405', '13759']"
Cryptotaku,"['9253', '4181', '35180', '9756', '11061', '2966', '32281', '30', '31240', '28735', '4789', '934', '22297', '17074', '28851', '5205', '38524', '7311', '21939', '4224']"
killa69917,"['32281', '9253', '1735', '5114', '28999', '8525', '1575', '2904', '121']"
Lombandicoot,"['9253', '267', '263', '114', '22535', '30276', '918', '11061', '392', '223']"
virix-kun,"['21', '263', '2251', '1535', '19']"
LovingTheFeels,"['1689', '28223', '6347', '9989', '13759']"
ariffmontel,"['1195', '5781', '2026', '2104']"
hola170,['21']
xvielle,"['3457', '4752', '4224', '28', '2403']"
sabgian,"['20', '918', '1482', '6702', '10033', '27899']"
rizbar15,[]
Reizhan,"['1210', '2167', '2236', '918', '934']"
songochang,"['28', '2001', '43', '1', '411']"
m-i-c-h-a-e-l,"['19', '28851', '13125', '7724', '31147', '28223', '18229', '23283', '790', '26']"
Ryugen,"['2001', '4181', '11061', '22135', '4081', '10721']"
RickL,"['22865', '23289', '12729', '15451', '11617']"
Thatguy31,"['486', '1', '392', '19703', '10165']"
logyloo,"['1', '14719', '33', '6', '202', '338']"
Giannini,"['392', '9513', '16353', '21', '18115']"
reidesu,"['934', '1889', '3652', '269', '20', '7627']"
bridgetheman,"['28171', '245', '30276', '263', '5114', '33']"
chickclick,"['20', '21', '269']"
Kuribohhhh,"['44', '2025', '790', '6']"
shaun2thet,"['16498', '21', '2001']"
TheSakurax,"['1017', '530', '90', '1470']"
Kirko,"['820', '19', '1470', '245', '268', '33', '29', '12431', '329', '1818']"
DBloke,"['44', '1050', '263', '918']"
aKiy0z,"['4725', '6774', '5060', '1887']"
cabledude,"['1698', '245', '1065', '282', '1470']"
Cbr_Star,['30652']
Welkin96,[]
miwars,"['1470', '6702', '2904', '7054', '918', '14713', '13601', '21', '20', '9513']"
lusyoliveira,"['1470', '1614', '552', '232', '813', '696']"
DaCraziGuy,"['820', '30', '80', '33', '467', '32182', '1470', '1575', '30831', '11061']"
Last_Chevalier,"['8074', '2966', '2025', '4282', '1827', '5114', '13601']"
RandomChampion,"['33', '19', '6114', '24', '245']"
4saken,"['1293', '263', '1470', '2775', '235']"
Yami-Nekomancer,['19815']
leecopodinarchea,"['11741', '11981', '18679', '2001', '30654']"
Ivaaan,['30276']
DanTheMan2150AD,"['8074', '47', '889', '270', '226', '29803', '2265', '13239', '36946', '6336']"
Nikos123Li,"['23755', '32901']"
Kiyoshiro,"['857', '1575', '2025', '16498', '22319']"
Nozdref,"['1735', '20', '3588', '1689', '23847', '11771', '22199', '31240', '1535', '14075']"
Rhysc24,"['21', '195', '22789', '16498', '918', '3328']"
Childly,"['10793', '19815', '28677', '14467', '27775', '22961', '11887', '20785']"
ZaWarudo420,"['23273', '9253']"
gabrielrroiz,"['37379', '24439', '16', '30', '10800', '37510', '31646']"
Helvetica-Black,"['21', '269', '853', '387', '5671', '12355', '17549', '31646', '35180']"
oohjam,"['6547', '4224', '17074', '9253', '8769']"
Mei-kun,"['3470', '4722']"
diianiih,"['9756', '30', '790', '777', '5114']"
LEGOF,"['8525', '24', '1887', '849', '4181', '13659', '71', '4224', '35376', '35860']"
kagomeyuki89,"['6045', '9656', '102', '5630', '249']"
dreiak,"['3297', '30', '934', '2167', '1']"
coderlan,"['2001', '10080', '9253']"
Shinichi-Kun,"['4224', '27787', '21877', '3588', '6547', '33489', '6746', '21', '36038', '37786', '9289', '20583', '235', '9989', '24833', '1961']"
Confucius,"['18245', '272', '44', '820', '36775', '165']"
Cornholio77,"['4181', '849', '1735', '7647', '6547', '7054', '164', '29786']"
Bringerof_D,"['9289', '4181', '1210', '801', '4224', '35839']"
Raffinate,[]
wumbmasta,"['4181', '9253', '1575', '10087', '7791', '199', '32281', '28851']"
enigma10,"['264', '263', '10793', '10087', '12413']"
Anilist637,[]
MegaFire800,"['35790', '7785', '2251', '23321', '14719', '17265']"
BakaShinjiIkari,"['30', '1575', '2904', '1827', '15227', '34240', '23273']"
deathabarbar,[]
MrConductor,[]
riri9,"['11111', '22535', '2251']"
Samjoko,[]
Emperormin3,"['2025', '13125', '5114', '10087', '889']"
animissy,"['32182', '9756', '8426', '28669']"
Misteroid,[]
MurasakiAmethyst,"['18153', '23289', '28891', '18689', '7054', '22789', '28675', '30205', '9919', '2923']"
TearfulFriend18,"['5205', '3785', '4181', '10087', '22297', '33049', '25537', '10165']"
henkuku,"['13659', '34822', '37999', '23847', '32281', '356', '35994']"
King_Of_Light,"['6547', '9253', '10278', '6702', '121', '29095', '28999']"
Yuri_NakamuraAB,"['6547', '4181', '2167', '30654', '32105', '20787', '27775']"
yolohista10,"['2966', '28223', '20785', '4224', '23273', '27775']"
Hedgie,"['32', '4181', '820', '11741', '2001', '31240', '9756', '9253', '237', '28851']"
callofthewind,"['18897', '14813', '5114', '20507', '24439']"
Mroriginal,"['7791', '28977', '6547', '5114', '14719', '1', '30654', '27989', '12531', '19111']"
veyhanowen,[]
znyggisen,"['25835', '5420', '4722', '2966', '35557', '12355', '437']"
Stevesadom,"['20', '4898', '16498', '934', '121', '9756', '1535']"
CabernetRose,"['10015', '1668', '3972', '2109', '1835', '957', '1589']"
Travanj,[]
zarosen,[]
Andrex_01,"['4224', '45', '44', '269', '572', '164', '33', '30', '223']"
Hmad123abc,[]
readthemanuel,[]
Kurokami18,"['21085', '10153', '21', '9253', '19']"
Bokko,[]
Radamus,"['9989', '11827', '8795', '32828', '17549', '4562']"
RealTrainerT,"['2001', '31043', '14741', '226', '10110', '19815', '11757']"
rareanimeguy,[]
GermanIdolDevil,"['35330', '9919']"
Zelimelon,"['2001', '19']"
aniraquoli,[]
tacopanties,"['33392', '5525', '23251', '36649', '36904', '1210', '16742', '1535', '20787', '11771']"
Laraeaf,[]
scinccen,"['877', '1210', '23273', '4181', '7791', '9253']"
samjjms,[]
GalaXYZ321,"['28999', '28677', '23847', '13759', '8769', '28171', '21511', '27775']"
_Anime_Core_,[]
Rokulydian,"['20', '5114', '481', '9756', '27775', '3457', '31173', '32995', '14713']"
crackerchink,[]
Stryker96,"['19815', '30']"
RukaErika,"['27927', '10012', '32924', '16157', '32281']"
GOD984,"['27775', '31043', '28999', '23273']"
Fluffologica,[]
OtaCon-TJO,"['3002', '11061', '10396', '1535']"
highfeel,"['1575', '12413', '13601', '20785', '22199', '13125', '467', '9253', '6547', '2904']"
tylerme14,"['17729', '31043', '27775', '23273', '4181', '1535']"
music0in0my0head,"['6213', '6547', '21881', '11757', '5678', '7054']"
zensurfer68,"['199', '226', '43', '13601', '33091']"
Azukus,[]
roch2909,"['578', '1535', '32281', '11757']"
Lelouch-D-Kazuma,"['33049', '934', '2904', '30831', '30', '7311', '9253', '339', '4181', '35247']"
xiansantos,"['145', '1088', '572', '617', '2001', '10029']"
fufufu444,[]
torrapamii,"['6547', '8460', '6347', '11785', '7054']"
_Kazuma-Kun,"['31240', '14813', '23273', '11741', '31043', '3784', '2001', '1535']"
MondayBlues,"['2966', '12029', '57', '2025', '1699', '6594', '457', '19', '5682', '28223']"
Ryoogami,"['199', '934', '30276', '227', '6114', '6573', '22145', '28223', '4181', '28851']"
7mil,"['28297', '355', '12445', '27775', '10790']"
Drake_Blue,"['2966', '10793', '11887', '9989', '43', '30']"
PankiePea,[]
CaedesAzyure,[]
Derpface1221,[]
DreamPuke,"['16067', '20787', '27775']"
robuttiegulliman,"['4181', '23273']"
Winkev,['31240']
Tri_Ph3on1x,"['32281', '27775']"
xNanachi,"['38000', '29803', '2904', '27775', '34599', '34577', '22297', '6547', '31964', '1735']"
thefreeloader,"['9289', '15227', '329', '1575', '12355']"
SNaG21,"['7785', '28977', '23289', '43', '25835', '801', '2001', '11741', '205', '11665']"
Codered-sama,"['12413', '2904', '2158', '777']"
Sylven,"['4654', '10620', '164', '28851', '27775']"
galesiege,[]
Issander,['18857']
XTroyZe,"['37779', '19815', '12189', '10087', '14813', '9253', '23273']"
Phanatic2442,"['1', '31043', '28891', '4181', '4224', '9253', '2904', '889', '2001', '5941']"
weissmanjerry,"['28851', '35847', '35851', '35677', '21']"
curiositykate,"['530', '232']"
CrimsonRain,"['4896', '4181', '1699', '356']"
malar,"['401', '45', '237', '269', '2924']"
Azren1995,[]
valkyros,"['5341', '16009', '356', '6547', '2924']"
UselessLeo,"['35180', '31646', '853', '35968', '32867', '11061', '37430', '38145', '32995', '31478']"
hydralisk16,['1689']
DoT-,"['17074', '35839', '263', '11061', '31240', '4181', '14813', '37450', '32281', '23273']"
Fourklift,[]
Bagira20,"['486', '339', '820', '6675', '6', '5081', '2216', '1281', '35180', '24765']"
raee4997,"['16524', '12531', '23283', '6594', '7785']"
brSheep,"['2199', '387', '12355', '23283']"
lucyXalucard,"['9253', '387', '226', '411', '889']"
yoshiBgold,"['23273', '1210', '22789', '7674', '28999']"
SirHellfire,"['1575', '10087', '44', '6675', '34599']"
molesys,"['232', '31043', '10162', '14131', '387', '15379']"
matic12345,"['272', '13759', '11111', '22319', '7785', '28735', '10161', '19']"
rambelin,"['10165', '329', '6045', '339', '1']"
Sdmire,"['387', '1210']"
BlurredVision18,"['849', '355', '76', '9289', '26441', '11887', '7465', '27989', '4725', '12119']"
Ayucchi_desu,"['35839', '36098', '35413', '35639', '33674', '12189', '13759', '23847', '35838', '34822']"
886eternalanime,"['11759', '27775', '7054', '23273', '28999']"
quantumf,[]
Jaskkro,['1']
kevlar20,"['1210', '245', '6', '32093', '22789', '32182', '1', '31933', '18679', '11061']"
XaiKun,"['31240', '27775', '28851', '15809', '25879', '17074']"
delcaty,[]
AnnaIsabella,"['32281', '20507', '27775', '32867', '31478', '232', '6702']"
xorial,[]
zelda-knight,"['845', '4224']"
artalien,"['2904', '1535', '11741', '4181', '5114']"
bormenir,[]
Giowatcher,"['165', '4181', '30', '2904', '6547']"
Vin-nii,"['2924', '16', '2167', '356']"
Gertwor,"['1575', '2034', '2001', '237', '226']"
Neoviper,"['2167', '4181', '2034', '6098', '4224']"
Jersie,"['16049', '22297', '32937', '4181', '1889', '934', '6347', '10165', '13535', '18679']"
banisherx,"['6702', '2924', '4789', '2167', '11887']"
Boxter,"['1689', '2164', '801', '3701', '5420', '2596', '483']"
Selphya,"['813', '20583', '4181', '1735', '2924', '30795']"
Tekky99,"['2924', '237', '239', '1889', '2251']"
Mewtwo26,"['23277', '11757']"
stormchasar,"['226', '2924', '433', '2167', '634']"
topxledgend,[]
The_McChicken,"['202', '29803', '10162']"
inosek,"['4081', '457', '2246', '486', '477', '6594']"
CoolerthanSenpai,"['33605', '6864', '4918', '969', '23273', '1604', '177', '11123', '9926', '3091']"
DeCalamity,[]
NiQ1,[]
Fisical,[]
leonsdead,"['339', '12189', '10165', '23283', '22789', '853', '6045']"
narukresna,"['18119', '13759']"
idealtoy,"['27787', '24705', '25731', '19429', '22297', '33988', '38753', '34798', '35905', '35860', '34382']"
pocketcroc,"['32', '227', '6164', '8426', '43', '12355', '16201', '28851', '37786', '512']"
paperminh,[]
AquaBlazt,"['14813', '12189', '9379', '849', '17074', '16', '8142', '33352', '35079', '35180']"
HinagaMoizaf,"['38753', '32281', '1689', '12355', '10408', '5081', '6547', '10721']"
MartialCanterel,"['198', '4981', '339', '26']"
Joe_Med,"['3002', '11741', '21339', '1535', '5114', '30484', '20583', '1695', '1594', '11061']"
EvenJellyOn,"['19', '30', '32', '820', '323', '387', '1210', '437', '339', '9756']"
XxShirokoxX,[]
ue6o7,"['160', '2001', '10721', '227', '31646', '3701', '30', '635', '30240', '17909']"
Jdlabayog,"['19319', '14967', '6547', '5114', '15809']"
beatingheartx,"['1974', '22', '19815', '10049', '9989']"
Reki56,[]
windsweapt,['10162']
joeldg,"['387', '2966']"
EnforcerAJ,"['13601', '23283', '5114', '22729', '26243']"
Renstik,"['457', '820', '19', '2966', '205', '245', '1689', '885', '32', '1535']"
wolfwing,"['38217', '33206', '34009', '21881', '28171']"
Novangel,"['4181', '3297', '486', '387', '21939']"
HappyBunnieSity,"['387', '66', '877']"
ColdAnimeFan,[]
qcmonkeyboy,"['35120', '387', '66', '339', '10165']"
agustis,"['387', '2904', '10162', '4181']"
Hairy_Ninja,"['329', '3002', '820', '43', '15417', '19', '875', '7785', '26', '801']"
iamnouser,"['23273', '14813', '1735', '31240', '4224', '2904']"
Noto0803,"['30', '9253', '35851', '8425', '34599', '32281', '759', '1', '1943', '5114']"
MrCallaghan,"['1535', '10456', '4181']"
MiguelSala,"['19815', '11061', '2251', '9969', '21', '5081']"
rironka,"['43', '437', '23847', '14131', '12189']"
ch20youk,"['25013', '4224', '17895', '18507', '10087']"
LoomyTheBrew,"['2001', '33049', '38524', '37450', '37965', '18245', '237', '31240', '2251', '1210']"
MultiLeon,"['2001', '1575', '427', '71']"
GreyGaming,"['28851', '11741', '17074', '31757', '3784', '31240', '32281', '9756', '23847', '27775']"
AnimeReviewer22,[]
ChaoticThinker,"['5081', '9253', '11617', '8675', '6547', '861', '228', '6205', '12467', '7647']"
WaifuNut,"['23847', '9756', '28851', '13601', '27989', '9617', '17074', '9253', '25835', '30']"
Ladstra,"['24703', '28121']"
Astar_,"['9756', '32281', '35851', '16067', '23273', '13759', '37141', '27775', '34798']"
SuperX7,[]
avivio,['2924']
happylover,"['2966', '59', '269', '6702', '79']"
Seijurou,"['2924', '4789', '2129', '7817', '1535']"
-Umbreon-,"['1', '2001', '7785', '9253', '10165', '25835', '2251', '457', '1575', '10721']"
NoblesseOblige3,"['165', '79', '849', '2251', '1195']"
MALHI,"['2904', '4181', '1535', '19', '5114', '4789', '12189', '11741', '12531', '9253']"
KentaTC,"['3297', '6213', '6802', '24277', '957', '4725', '427', '32214', '33352']"
patient_senses,"['4181', '2924', '72', '1535']"
SakuraxSyaoran59,"['5114', '13601', '5060', '1535', '3655']"
zinnie1024,"['1530', '4181', '13655', '16067', '934']"
DiablaYukki,"['22663', '16009', '32355', '35062', '33674', '3594', '32615', '4896', '8915', '31904']"
Sanders_Man772,"['4181', '5114', '9989', '5682', '5341']"
Stremforce,['31163']
AnggaK,"['33352', '918', '31043', '5114']"
nyja-chan,"['39195', '38000', '440', '457', '34599', '2251', '37779', '13125', '35180', '10721']"
Auriolus,"['853', '585', '30', '23289', '23327']"
maisanwaifugoals,"['28851', '37786', '34822', '37450', '6045', '35860', '34902', '33352', '34382', '28297']"
VictoryGoth,"['37976', '12403', '16742', '35557', '66', '5680', '35839', '16498', '9756', '33206']"
blackhaulmike,"['24765', '32615', '14813', '33337', '10162', '22789', '35838', '32093', '31339', '7627']"
yoomoonplop,"['31964', '11061']"
Fuzzyfoxtrout,"['35849', '37450', '37786', '195', '32281', '33352', '22319']"
Lemmy7003,"['5365', '32', '15335', '35180', '11061', '17265']"
